run_id	train_energy	valid_energy	test_energy	total_energy	v_map@5	v_ndcg@5	v_prec@5	v_recall@5	v_map@10	v_ndcg@10	v_prec@10	v_recall@10	v_map@20	v_ndcg@20	v_prec@20	v_recall@20	v_map@50	v_ndcg@50	v_prec@50	v_recall@50	t_map@5	t_ndcg@5	t_prec@5	t_recall@5	t_map@10	t_ndcg@10	t_prec@10	t_recall@10	t_map@20	t_ndcg@20	t_prec@20	t_recall@20	t_map@50	t_ndcg@50	t_prec@50	t_recall@50
BPR-sports(883, 0.001, T+I)	0.005147158196848439	0.042487706685713965	0.04248693863842296	0.09012180352098537	0.0151	0.0186	0.0062	0.0273	0.0169	0.0232	0.0047	0.0412	0.0176	0.0272	0.0032	0.0608	0.0188	0.0355	0.0022	0.1022	0.0151	0.0186	0.0062	0.0273	0.0169	0.0232	0.0047	0.0412	0.0183	0.0283	0.0035	0.0612	0.0196	0.0369	0.0024	0.1033
BPR-sports(883, 0.01, T+I)	0.005365938985468719	0.04405684352819395	0.04385031175153792	0.09327309426520058	0.0153	0.0189	0.0063	0.0281	0.0172	0.0236	0.0048	0.0424	0.0177	0.0275	0.0033	0.0613	0.0190	0.0358	0.0022	0.1027	0.0153	0.0189	0.0063	0.0281	0.0172	0.0236	0.0048	0.0424	0.0185	0.0286	0.0035	0.0616	0.0199	0.0374	0.0024	0.1049
BPR-sports(883, 0.1, T+I)	0.005734175563286425	0.04713038257567817	0.047081347518491586	0.09994590565745617	0.0156	0.0192	0.0063	0.0281	0.0176	0.0242	0.0049	0.0433	0.0190	0.0293	0.0035	0.0653	0.0203	0.0375	0.0023	0.1063	0.0156	0.0192	0.0063	0.0281	0.0176	0.0242	0.0049	0.0433	0.0191	0.0298	0.0037	0.0650	0.0205	0.0388	0.0025	0.1095
VBPR-sports(883, 0.0001, T+I)	0.017225345141340803	0.23159683312970913	0.0855922661137814	0.33441444438483137	0.0059	0.0074	0.0025	0.0109	0.0067	0.0095	0.0020	0.0173	0.0077	0.0125	0.0016	0.0288	0.0084	0.0164	0.0011	0.0481	0.0059	0.0074	0.0025	0.0109	0.0067	0.0095	0.0020	0.0173	0.0074	0.0121	0.0016	0.0274	0.0081	0.0165	0.0011	0.0490
VBPR-sports(883, 0.001, T+I)	0.011366693586978806	0.3550818610990722	0.5005642637370784	0.8670128184231294	0.0059	0.0075	0.0026	0.0115	0.0068	0.0099	0.0022	0.0190	0.0073	0.0121	0.0016	0.0289	0.0079	0.0160	0.0010	0.0482	0.0059	0.0075	0.0026	0.0115	0.0068	0.0099	0.0022	0.0190	0.0075	0.0126	0.0017	0.0294	0.0082	0.0169	0.0012	0.0506
VBPR-sports(883, 0.01, T+I)	0.012077719648306399	0.5053324081613269	0.9422295497546499	1.459639677564283	0.0076	0.0095	0.0033	0.0141	0.0088	0.0125	0.0027	0.0235	0.0098	0.0160	0.0020	0.0374	0.0106	0.0212	0.0014	0.0636	0.0076	0.0095	0.0033	0.0141	0.0088	0.0125	0.0027	0.0235	0.0097	0.0159	0.0021	0.0365	0.0106	0.0215	0.0015	0.0638
VBPR-sports(883, 0.1, T+I)	0.009308666009478973	0.052180078428632995	0.052102914630973426	0.11359165906908539	0.0138	0.0170	0.0056	0.0251	0.0157	0.0218	0.0045	0.0397	0.0174	0.0268	0.0032	0.0593	0.0186	0.0345	0.0021	0.0978	0.0138	0.0170	0.0056	0.0251	0.0157	0.0218	0.0045	0.0397	0.0172	0.0272	0.0034	0.0607	0.0185	0.0355	0.0023	0.1015
FREEDOM-sports(883, 0.0001, 2, 2, T+I)	0.0480494605151726	0.232884976207415	0.3064165407028435	0.5873509774254311	0.0226	0.0281	0.0094	0.0426	0.0261	0.0367	0.0076	0.0689	0.0294	0.0457	0.0054	0.1024	0.0314	0.0585	0.0035	0.1664	0.0226	0.0281	0.0094	0.0426	0.0261	0.0367	0.0076	0.0689	0.0285	0.0459	0.0058	0.1046	0.0306	0.0593	0.0038	0.1708
FREEDOM-sports(883, 0.0001, 2, 3, T+I)	0.05673740585018291	0.2408569131952575	0.16923988764097614	0.46683420668641656	0.0229	0.0285	0.0095	0.0431	0.0263	0.0368	0.0075	0.0684	0.0296	0.0460	0.0055	0.1036	0.0316	0.0587	0.0035	0.1668	0.0229	0.0285	0.0095	0.0431	0.0263	0.0368	0.0075	0.0684	0.0287	0.0459	0.0058	0.1036	0.0309	0.0595	0.0038	0.1711
FREEDOM-sports(883, 0.0001, 3, 2, T+I)	0.05978325455798228	0.25099586545787433	0.1779280047023951	0.48870712471825173	0.0224	0.0280	0.0094	0.0425	0.0257	0.0360	0.0074	0.0672	0.0293	0.0455	0.0054	0.1018	0.0312	0.0576	0.0035	0.1627	0.0224	0.0280	0.0094	0.0425	0.0257	0.0360	0.0074	0.0672	0.0280	0.0448	0.0057	0.1011	0.0301	0.0580	0.0037	0.1666
FREEDOM-sports(883, 0.0001, 3, 3, T+I)	0.07308903183160197	0.1913259974591059	0.19116387351883438	0.4555789028095423	0.0224	0.0278	0.0092	0.0419	0.0257	0.0359	0.0074	0.0666	0.0296	0.0458	0.0054	0.1028	0.0315	0.0580	0.0035	0.1634	0.0224	0.0278	0.0092	0.0419	0.0257	0.0359	0.0074	0.0666	0.0280	0.0448	0.0056	0.1010	0.0302	0.0584	0.0038	0.1680
FREEDOM-sports(883, 0.001, 2, 2, T+I)	0.049369553824858164	0.16398709307535933	0.09119526217001755	0.30455190907023505	0.0227	0.0284	0.0095	0.0432	0.0260	0.0365	0.0075	0.0680	0.0299	0.0461	0.0054	0.1028	0.0318	0.0586	0.0035	0.1655	0.0227	0.0284	0.0095	0.0432	0.0260	0.0365	0.0075	0.0680	0.0285	0.0458	0.0058	0.1041	0.0306	0.0593	0.0038	0.1707
FREEDOM-sports(883, 0.001, 2, 3, T+I)	0.07028393767503992	0.19296489601341252	0.11934943170888715	0.38259826539733954	0.0225	0.0281	0.0094	0.0427	0.0259	0.0364	0.0075	0.0680	0.0299	0.0463	0.0055	0.1038	0.0318	0.0586	0.0035	0.1649	0.0225	0.0281	0.0094	0.0427	0.0259	0.0364	0.0075	0.0680	0.0283	0.0455	0.0058	0.1032	0.0304	0.0585	0.0038	0.1674
FREEDOM-sports(883, 0.001, 3, 2, T+I)	0.05581844139017624	0.09983121664390876	0.09926749252840432	0.2549171505624893	0.0221	0.0277	0.0094	0.0425	0.0252	0.0355	0.0073	0.0664	0.0291	0.0452	0.0053	0.1014	0.0311	0.0575	0.0035	0.1627	0.0221	0.0277	0.0094	0.0425	0.0252	0.0355	0.0073	0.0664	0.0277	0.0448	0.0057	0.1023	0.0298	0.0579	0.0037	0.1667
FREEDOM-sports(883, 0.001, 3, 3, T+I)	0.0737192567016881	0.12087738784609453	0.33899698549963453	0.5335936300474171	0.0220	0.0275	0.0093	0.0418	0.0252	0.0353	0.0073	0.0657	0.0294	0.0455	0.0054	0.1022	0.0313	0.0577	0.0035	0.1629	0.0220	0.0275	0.0093	0.0418	0.0252	0.0353	0.0073	0.0657	0.0276	0.0445	0.0056	0.1012	0.0297	0.0580	0.0038	0.1677
FREEDOM-sports(883, 0.01, 2, 2, T+I)	0.04970854986903779	0.0929364622023158	0.16571702417301695	0.30836203624437053	0.0225	0.0280	0.0094	0.0425	0.0258	0.0363	0.0075	0.0678	0.0291	0.0455	0.0054	0.1028	0.0311	0.0580	0.0035	0.1652	0.0225	0.0280	0.0094	0.0425	0.0258	0.0363	0.0075	0.0678	0.0282	0.0452	0.0057	0.1021	0.0303	0.0586	0.0038	0.1683
FREEDOM-sports(883, 0.01, 2, 3, T+I)	0.05603416422150782	0.09529161314046553	0.3140372404589395	0.4653630178209128	0.0219	0.0274	0.0093	0.0421	0.0252	0.0358	0.0075	0.0677	0.0294	0.0457	0.0054	0.1027	0.0314	0.0585	0.0035	0.1670	0.0219	0.0274	0.0093	0.0421	0.0252	0.0358	0.0075	0.0677	0.0276	0.0446	0.0057	0.1016	0.0298	0.0583	0.0038	0.1692
FREEDOM-sports(883, 0.01, 3, 2, T+I)	0.05366927276452982	0.09335334599923896	0.09430188207304718	0.24132450083681595	0.0222	0.0274	0.0091	0.0410	0.0256	0.0359	0.0074	0.0667	0.0286	0.0448	0.0053	0.1012	0.0306	0.0570	0.0034	0.1623	0.0222	0.0274	0.0091	0.0410	0.0256	0.0359	0.0074	0.0667	0.0280	0.0446	0.0056	0.1007	0.0301	0.0579	0.0037	0.1661
FREEDOM-sports(883, 0.01, 3, 3, T+I)	0.057844888092213734	0.3106681332712903	0.23814585077912748	0.6066588721426315	0.0214	0.0269	0.0092	0.0415	0.0246	0.0350	0.0073	0.0660	0.0285	0.0446	0.0053	0.1006	0.0305	0.0571	0.0035	0.1636	0.0214	0.0269	0.0092	0.0415	0.0246	0.0350	0.0073	0.0660	0.0271	0.0441	0.0056	0.1012	0.0292	0.0574	0.0037	0.1668
FREEDOM-sports(883, 0.1, 2, 2, T+I)	0.051585503865682183	0.08951685280856675	0.1621651261712842	0.3032674828455331	0.0212	0.0267	0.0091	0.0411	0.0243	0.0344	0.0072	0.0646	0.0277	0.0431	0.0051	0.0969	0.0296	0.0554	0.0034	0.1585	0.0212	0.0267	0.0091	0.0411	0.0243	0.0344	0.0072	0.0646	0.0267	0.0432	0.0055	0.0987	0.0287	0.0559	0.0036	0.1615
FREEDOM-sports(883, 0.1, 2, 3, T+I)	0.06454298474700755	0.2516890168647437	0.6160579356852002	0.9322899372969514	0.0216	0.0271	0.0092	0.0415	0.0248	0.0350	0.0073	0.0657	0.0280	0.0438	0.0052	0.0987	0.0300	0.0563	0.0034	0.1611	0.0216	0.0271	0.0092	0.0415	0.0248	0.0350	0.0073	0.0657	0.0272	0.0437	0.0055	0.0994	0.0292	0.0566	0.0037	0.1625
FREEDOM-sports(883, 0.1, 3, 2, T+I)	0.055180403662975545	0.3118036300931989	0.23873585846120596	0.6057198922173804	0.0212	0.0265	0.0090	0.0406	0.0244	0.0343	0.0071	0.0643	0.0270	0.0422	0.0051	0.0953	0.0289	0.0544	0.0033	0.1564	0.0212	0.0265	0.0090	0.0406	0.0244	0.0343	0.0071	0.0643	0.0266	0.0429	0.0054	0.0975	0.0286	0.0554	0.0036	0.1593
FREEDOM-sports(883, 0.1, 3, 3, T+I)	0.07051286710218253	0.4018623879746314	0.4750691632125031	0.947444418289317	0.0215	0.0268	0.0090	0.0406	0.0247	0.0348	0.0072	0.0650	0.0276	0.0431	0.0051	0.0971	0.0296	0.0556	0.0034	0.1594	0.0215	0.0268	0.0090	0.0406	0.0247	0.0348	0.0072	0.0650	0.0270	0.0435	0.0055	0.0990	0.0290	0.0562	0.0036	0.1617
LATTICE-sports(883, 0.0001, 1, 5, T+I)	0.12594555463752954	0.4842708874835601	0.4839939590627754	1.0942104011838651	0.0219	0.0269	0.0088	0.0401	0.0247	0.0340	0.0068	0.0615	0.0274	0.0421	0.0049	0.0936	0.0291	0.0532	0.0032	0.1491	0.0219	0.0269	0.0088	0.0401	0.0247	0.0340	0.0068	0.0615	0.0269	0.0422	0.0052	0.0934	0.0288	0.0539	0.0034	0.1512
LATTICE-sports(883, 0.0001, 1, 10, T+I)	0.11401302044520079	0.3048400126521136	0.30514417959265167	0.7239972126899661	0.0209	0.0257	0.0085	0.0385	0.0240	0.0335	0.0069	0.0622	0.0269	0.0422	0.0051	0.0958	0.0287	0.0535	0.0032	0.1524	0.0209	0.0257	0.0085	0.0385	0.0240	0.0335	0.0069	0.0622	0.0261	0.0415	0.0052	0.0930	0.0281	0.0541	0.0035	0.1552
LATTICE-sports(883, 0.0001, 1, 20, T+I)	0.138671735984855	0.4438510353567531	0.4435019888369638	1.026024760178572	0.0212	0.0262	0.0087	0.0393	0.0241	0.0334	0.0068	0.0611	0.0273	0.0425	0.0050	0.0955	0.0292	0.0542	0.0033	0.1541	0.0212	0.0262	0.0087	0.0393	0.0241	0.0334	0.0068	0.0611	0.0264	0.0418	0.0052	0.0939	0.0283	0.0539	0.0034	0.1534
LATTICE-sports(883, 0.001, 1, 5, T+I)	0.11774600896455328	0.5377208902117858	0.3187209730556691	0.9741878722320081	0.0210	0.0260	0.0085	0.0391	0.0240	0.0332	0.0068	0.0610	0.0269	0.0415	0.0049	0.0926	0.0286	0.0526	0.0031	0.1482	0.0210	0.0260	0.0085	0.0391	0.0240	0.0332	0.0068	0.0610	0.0261	0.0413	0.0051	0.0921	0.0280	0.0533	0.0034	0.1513
LATTICE-sports(883, 0.001, 1, 10, T+I)	0.12593944362220347	0.5572242852152539	0.4114913648599818	1.094655093697439	0.0207	0.0256	0.0085	0.0385	0.0236	0.0329	0.0067	0.0609	0.0267	0.0417	0.0050	0.0945	0.0284	0.0530	0.0032	0.1512	0.0207	0.0256	0.0085	0.0385	0.0236	0.0329	0.0067	0.0609	0.0259	0.0413	0.0052	0.0933	0.0278	0.0535	0.0034	0.1539
LATTICE-sports(883, 0.001, 1, 20, T+I)	0.11284696935380073	0.30262594265444454	0.3024126351516505	0.7178855471598957	0.0204	0.0251	0.0083	0.0376	0.0233	0.0324	0.0066	0.0599	0.0261	0.0412	0.0050	0.0944	0.0279	0.0530	0.0033	0.1535	0.0204	0.0251	0.0083	0.0376	0.0233	0.0324	0.0066	0.0599	0.0256	0.0408	0.0051	0.0924	0.0275	0.0532	0.0034	0.1538
LATTICE-sports(883, 0.01, 1, 5, T+I)	0.21035694991112203	0.6462437953745445	0.5731831440642645	1.429783889349931	0.0208	0.0261	0.0089	0.0402	0.0237	0.0334	0.0069	0.0625	0.0258	0.0411	0.0050	0.0948	0.0276	0.0526	0.0032	0.1521	0.0208	0.0261	0.0089	0.0402	0.0237	0.0334	0.0069	0.0625	0.0260	0.0420	0.0053	0.0959	0.0279	0.0540	0.0035	0.1550
LATTICE-sports(883, 0.01, 1, 10, T+I)	0.25485509025269204	1.055796085900745	0.7649535203820335	2.0756046965354704	0.0210	0.0259	0.0086	0.0389	0.0241	0.0337	0.0070	0.0627	0.0269	0.0425	0.0051	0.0971	0.0287	0.0539	0.0033	0.1538	0.0210	0.0259	0.0086	0.0389	0.0241	0.0337	0.0070	0.0627	0.0265	0.0425	0.0054	0.0967	0.0284	0.0546	0.0035	0.1563
LATTICE-sports(883, 0.01, 1, 20, T+I)	0.2420815512829677	0.8037775022898537	0.6562318329885259	1.7020908865613473	0.0218	0.0268	0.0088	0.0397	0.0248	0.0343	0.0070	0.0629	0.0276	0.0435	0.0052	0.0988	0.0295	0.0554	0.0034	0.1581	0.0218	0.0268	0.0088	0.0397	0.0248	0.0343	0.0070	0.0629	0.0271	0.0429	0.0054	0.0963	0.0291	0.0556	0.0036	0.1584
LATTICE-sports(883, 0.1, 1, 5, T+I)	0.4748932357788099	1.3014056620651877	1.3748511077359178	3.1511500055799155	0.0140	0.0177	0.0061	0.0275	0.0165	0.0239	0.0052	0.0464	0.0178	0.0303	0.0039	0.0744	0.0196	0.0413	0.0028	0.1297	0.0140	0.0177	0.0061	0.0275	0.0165	0.0239	0.0052	0.0464	0.0184	0.0312	0.0042	0.0747	0.0202	0.0426	0.0029	0.1313
LATTICE-sports(883, 0.1, 1, 20, T+I)	0.5176827473876777	1.6726427230611511	1.9647516961812035	4.155077166630033	0.0160	0.0204	0.0072	0.0319	0.0185	0.0267	0.0057	0.0511	0.0209	0.0343	0.0043	0.0813	0.0227	0.0452	0.0029	0.1361	0.0160	0.0204	0.0072	0.0319	0.0185	0.0267	0.0057	0.0511	0.0205	0.0342	0.0045	0.0800	0.0224	0.0457	0.0031	0.1371
LATTICE-sports(883, 0.0001, 2, 5, T+I)	0.14382693448896833	0.4687868870877896	0.46857769543748595	1.0811915170142439	0.0216	0.0267	0.0088	0.0403	0.0246	0.0341	0.0069	0.0628	0.0279	0.0431	0.0051	0.0958	0.0297	0.0546	0.0033	0.1535	0.0216	0.0267	0.0088	0.0403	0.0246	0.0341	0.0069	0.0628	0.0268	0.0426	0.0053	0.0956	0.0288	0.0548	0.0035	0.1560
LATTICE-sports(883, 0.0001, 2, 10, T+I)	0.1374984002554171	0.3079017092906653	0.3079470897526415	0.753347199298724	0.0206	0.0256	0.0085	0.0388	0.0236	0.0330	0.0068	0.0613	0.0263	0.0416	0.0050	0.0949	0.0281	0.0530	0.0032	0.1524	0.0206	0.0256	0.0085	0.0388	0.0236	0.0330	0.0068	0.0613	0.0257	0.0411	0.0052	0.0931	0.0277	0.0537	0.0035	0.1549
LATTICE-sports(883, 0.0001, 2, 20, T+I)	0.18685562242492976	0.41804958474908627	0.49030104789717277	1.0952062550711887	0.0196	0.0244	0.0082	0.0368	0.0225	0.0317	0.0066	0.0589	0.0262	0.0409	0.0049	0.0925	0.0280	0.0524	0.0032	0.1500	0.0196	0.0244	0.0082	0.0368	0.0225	0.0317	0.0066	0.0589	0.0247	0.0396	0.0050	0.0896	0.0266	0.0518	0.0034	0.1502
LATTICE-sports(883, 0.001, 2, 5, T+I)	0.14271413021199958	0.3245169456189372	0.3242164452027158	0.7914475210336526	0.0210	0.0260	0.0086	0.0394	0.0240	0.0335	0.0069	0.0621	0.0272	0.0424	0.0050	0.0951	0.0290	0.0538	0.0032	0.1525	0.0210	0.0260	0.0086	0.0394	0.0240	0.0335	0.0069	0.0621	0.0263	0.0420	0.0053	0.0952	0.0282	0.0542	0.0035	0.1552
LATTICE-sports(883, 0.001, 2, 10, T+I)	0.13708899616268388	0.3095742753010442	0.3823911921036052	0.8290544635673334	0.0201	0.0250	0.0083	0.0380	0.0230	0.0322	0.0066	0.0599	0.0258	0.0409	0.0050	0.0940	0.0276	0.0524	0.0032	0.1510	0.0201	0.0250	0.0083	0.0380	0.0230	0.0322	0.0066	0.0599	0.0252	0.0405	0.0051	0.0924	0.0272	0.0530	0.0034	0.1538
LATTICE-sports(883, 0.001, 2, 20, T+I)	0.22808914516255696	0.5121913420998329	0.5849412977960917	1.3252217850584815	0.0201	0.0249	0.0083	0.0375	0.0228	0.0318	0.0065	0.0584	0.0258	0.0405	0.0048	0.0921	0.0276	0.0518	0.0031	0.1482	0.0201	0.0249	0.0083	0.0375	0.0228	0.0318	0.0065	0.0584	0.0249	0.0395	0.0049	0.0885	0.0268	0.0515	0.0033	0.1477
LATTICE-sports(883, 0.01, 2, 5, T+I)	0.3337573826274955	1.1171039916552896	0.8265100878681662	2.2773714621509513	0.0216	0.0267	0.0089	0.0401	0.0248	0.0347	0.0071	0.0643	0.0267	0.0425	0.0052	0.0977	0.0285	0.0543	0.0033	0.1570	0.0216	0.0267	0.0089	0.0401	0.0248	0.0347	0.0071	0.0643	0.0271	0.0430	0.0054	0.0967	0.0291	0.0558	0.0036	0.1595
LATTICE-sports(883, 0.01, 2, 10, T+I)	0.4364089164151346	1.0519443943035052	1.4155808924909257	2.903934203209565	0.0217	0.0270	0.0090	0.0408	0.0250	0.0352	0.0073	0.0660	0.0282	0.0440	0.0053	0.0994	0.0300	0.0555	0.0033	0.1570	0.0217	0.0270	0.0090	0.0408	0.0250	0.0352	0.0073	0.0660	0.0273	0.0436	0.0055	0.0985	0.0292	0.0559	0.0036	0.1591
LATTICE-sports(883, 0.01, 2, 20, T+I)	0.352212640858462	1.1503367342981266	0.8584958838747924	2.361045259031381	0.0215	0.0265	0.0088	0.0395	0.0246	0.0342	0.0070	0.0630	0.0275	0.0432	0.0052	0.0981	0.0294	0.0553	0.0034	0.1583	0.0215	0.0265	0.0088	0.0395	0.0246	0.0342	0.0070	0.0630	0.0270	0.0430	0.0054	0.0972	0.0289	0.0554	0.0036	0.1582
LATTICE-sports(883, 0.1, 2, 5, T+I)	0.6166361428879568	1.759889828190666	1.6871375558248802	4.063663526903503	0.0139	0.0179	0.0064	0.0285	0.0167	0.0248	0.0055	0.0495	0.0183	0.0316	0.0041	0.0781	0.0201	0.0426	0.0028	0.1335	0.0139	0.0179	0.0064	0.0285	0.0167	0.0248	0.0055	0.0495	0.0186	0.0323	0.0044	0.0785	0.0205	0.0439	0.0031	0.1359
LATTICE-sports(883, 0.1, 2, 10, T+I)	0.46619260810366403	1.3490713684575342	1.0581349563078257	2.8733989328690237	0.0152	0.0189	0.0064	0.0286	0.0179	0.0256	0.0055	0.0489	0.0198	0.0330	0.0042	0.0792	0.0215	0.0437	0.0028	0.1330	0.0152	0.0189	0.0064	0.0286	0.0179	0.0256	0.0055	0.0489	0.0200	0.0335	0.0045	0.0796	0.0218	0.0452	0.0031	0.1370
LATTICE-sports(883, 0.1, 2, 20, T+I)	0.6479611142791133	2.1065166181284605	1.7431953256868435	4.497673058094417	0.0168	0.0210	0.0071	0.0320	0.0195	0.0276	0.0058	0.0521	0.0215	0.0351	0.0044	0.0831	0.0231	0.0457	0.0029	0.1359	0.0168	0.0210	0.0071	0.0320	0.0195	0.0276	0.0058	0.0521	0.0215	0.0352	0.0046	0.0816	0.0233	0.0470	0.0031	0.1397
LATTICE-sports(883, 0.0001, 3, 5, T+I)	0.17336075481342755	0.42409179922888157	0.42422478068727726	1.0216773347295864	0.0214	0.0264	0.0088	0.0397	0.0243	0.0338	0.0069	0.0624	0.0281	0.0433	0.0051	0.0963	0.0298	0.0545	0.0032	0.1522	0.0214	0.0264	0.0088	0.0397	0.0243	0.0338	0.0069	0.0624	0.0266	0.0423	0.0053	0.0952	0.0286	0.0546	0.0035	0.1561
LATTICE-sports(883, 0.0001, 3, 10, T+I)	0.19038492431359144	0.38600030152444026	0.5315233626025614	1.1079085884405933	0.0200	0.0250	0.0084	0.0380	0.0230	0.0324	0.0068	0.0607	0.0266	0.0415	0.0049	0.0936	0.0283	0.0527	0.0032	0.1497	0.0200	0.0250	0.0084	0.0380	0.0230	0.0324	0.0068	0.0607	0.0251	0.0403	0.0051	0.0910	0.0271	0.0526	0.0034	0.1520
LATTICE-sports(883, 0.0001, 3, 20, T+I)	0.21307782499942918	0.5026788985613505	0.7940702887962734	1.5098270123570532	0.0188	0.0233	0.0078	0.0348	0.0217	0.0305	0.0063	0.0567	0.0248	0.0390	0.0047	0.0888	0.0266	0.0503	0.0031	0.1454	0.0188	0.0233	0.0078	0.0348	0.0217	0.0305	0.0063	0.0567	0.0238	0.0384	0.0049	0.0872	0.0257	0.0503	0.0033	0.1460
LATTICE-sports(883, 0.001, 3, 5, T+I)	0.16416799924115197	0.4088538788956241	0.3354851707774988	0.9085070489142748	0.0205	0.0255	0.0086	0.0389	0.0235	0.0330	0.0068	0.0615	0.0270	0.0422	0.0050	0.0953	0.0287	0.0533	0.0032	0.1507	0.0205	0.0255	0.0086	0.0389	0.0235	0.0330	0.0068	0.0615	0.0257	0.0415	0.0053	0.0946	0.0277	0.0538	0.0035	0.1554
LATTICE-sports(883, 0.001, 3, 10, T+I)	0.18677485583266018	0.37946038664469905	0.8163864933722742	1.3826217358496335	0.0198	0.0248	0.0084	0.0380	0.0227	0.0319	0.0066	0.0595	0.0258	0.0407	0.0049	0.0926	0.0276	0.0519	0.0032	0.1491	0.0198	0.0248	0.0084	0.0380	0.0227	0.0319	0.0066	0.0595	0.0248	0.0399	0.0051	0.0908	0.0268	0.0522	0.0034	0.1513
LATTICE-sports(883, 0.001, 3, 20, T+I)	0.2126683586430333	0.6484586960183081	0.6481764311431697	1.5093034858045111	0.0183	0.0228	0.0077	0.0345	0.0212	0.0300	0.0063	0.0566	0.0241	0.0383	0.0046	0.0880	0.0259	0.0498	0.0031	0.1460	0.0183	0.0228	0.0077	0.0345	0.0212	0.0300	0.0063	0.0566	0.0233	0.0377	0.0048	0.0864	0.0252	0.0500	0.0033	0.1469
LATTICE-sports(883, 0.01, 3, 5, T+I)	0.2950264134491792	1.0468998723305525	0.7556878131567756	2.097614098936507	0.0218	0.0270	0.0090	0.0405	0.0249	0.0347	0.0071	0.0640	0.0273	0.0431	0.0052	0.0979	0.0292	0.0551	0.0034	0.1582	0.0218	0.0270	0.0090	0.0405	0.0249	0.0347	0.0071	0.0640	0.0273	0.0434	0.0055	0.0976	0.0293	0.0562	0.0036	0.1607
LATTICE-sports(883, 0.01, 3, 10, T+I)	0.5413144871648864	1.1886182992394687	1.553885439236385	3.28381822564074	0.0215	0.0267	0.0089	0.0403	0.0248	0.0347	0.0072	0.0648	0.0274	0.0433	0.0052	0.0989	0.0292	0.0548	0.0033	0.1564	0.0215	0.0267	0.0089	0.0403	0.0248	0.0347	0.0072	0.0648	0.0271	0.0433	0.0055	0.0980	0.0290	0.0558	0.0036	0.1595
LATTICE-sports(883, 0.01, 3, 20, T+I)	0.402345566949051	1.1098450104171997	0.9643225356024496	2.4765131129687004	0.0206	0.0257	0.0087	0.0390	0.0238	0.0337	0.0071	0.0634	0.0274	0.0430	0.0052	0.0977	0.0292	0.0548	0.0033	0.1567	0.0206	0.0257	0.0087	0.0390	0.0238	0.0337	0.0071	0.0634	0.0261	0.0424	0.0055	0.0972	0.0281	0.0548	0.0036	0.1582
LATTICE-sports(883, 0.1, 3, 5, T+I)	0.6045033690953702	1.3938463147311853	1.394228707399304	3.3925783912258596	0.0147	0.0186	0.0065	0.0291	0.0173	0.0252	0.0055	0.0492	0.0195	0.0327	0.0042	0.0794	0.0213	0.0440	0.0029	0.1355	0.0147	0.0186	0.0065	0.0291	0.0173	0.0252	0.0055	0.0492	0.0194	0.0330	0.0044	0.0792	0.0213	0.0449	0.0031	0.1382
LATTICE-sports(883, 0.1, 3, 20, T+I)	0.42129874856386873	1.0025605286641905	1.3661989189004866	2.790058196128546	0.0157	0.0198	0.0068	0.0303	0.0183	0.0262	0.0056	0.0498	0.0202	0.0333	0.0042	0.0794	0.0219	0.0444	0.0029	0.1347	0.0157	0.0198	0.0068	0.0303	0.0183	0.0262	0.0056	0.0498	0.0203	0.0339	0.0045	0.0799	0.0222	0.0457	0.0031	0.1379
BPR-movielens_1m(883, 0.0001, T+I)	0.023230568328389236	0.008716139856770878	0.008337268012707963	0.040283976197868075	0.1272	0.2087	0.1936	0.0878	0.1052	0.2093	0.1689	0.1467	0.0959	0.2140	0.1277	0.2342	0.1045	0.2642	0.0940	0.3958	0.1272	0.2087	0.1936	0.0878	0.1052	0.2093	0.1689	0.1467	0.1001	0.2273	0.1410	0.2334	0.1106	0.2820	0.1044	0.3994
BPR-movielens_1m(883, 0.001, T+I)	0.019740933240720467	0.008337174776967006	0.008361383090282141	0.03643949110796962	0.1272	0.2087	0.1936	0.0879	0.1053	0.2093	0.1689	0.1468	0.0959	0.2141	0.1278	0.2345	0.1046	0.2642	0.0940	0.3958	0.1272	0.2087	0.1936	0.0879	0.1053	0.2093	0.1689	0.1468	0.1001	0.2273	0.1410	0.2335	0.1106	0.2820	0.1044	0.3994
BPR-movielens_1m(883, 0.01, T+I)	0.02114974856138234	0.008313856427788613	0.008378502204515265	0.03784210719368622	0.1273	0.2090	0.1941	0.0884	0.1054	0.2094	0.1690	0.1466	0.0963	0.2145	0.1279	0.2345	0.1049	0.2646	0.0940	0.3957	0.1273	0.2090	0.1941	0.0884	0.1054	0.2094	0.1690	0.1466	0.1003	0.2275	0.1412	0.2336	0.1109	0.2824	0.1046	0.4000
BPR-movielens_1m(883, 0.1, T+I)	0.019835412721429573	0.00834650926144031	0.00837636195258254	0.03655828393545242	0.1293	0.2114	0.1970	0.0890	0.1069	0.2117	0.1716	0.1477	0.0978	0.2169	0.1296	0.2358	0.1066	0.2676	0.0955	0.3995	0.1293	0.2114	0.1970	0.0890	0.1069	0.2117	0.1716	0.1477	0.1018	0.2302	0.1436	0.2362	0.1125	0.2852	0.1061	0.4033
